,AnimalID,Name,DateTime,OutcomeType,OutcomeSubtype,AnimalType,SexuponOutcome,AgeuponOutcome,Breed,Color,Adopted
7353,A690225,Capulin,2014-10-16 18:43:00,Return_to_owner,,Dog,Neutered Male,10 years,Labrador Retriever Mix,Black,0
7354,A685599,Buddy,2014-08-13 18:46:00,Adoption,,Dog,Neutered Male,1 year,Soft Coated Wheaten Terrier Mix,Cream/Black,1
7355,A663764,Betty,2013-10-05 18:22:00,Adoption,,Dog,Spayed Female,2 years,Staffordshire Mix,Blue/White,1
7356,A719677,Buda,2016-01-25 0:00:00,Transfer,Partner,Dog,Intact Male,3 years,Dachshund Mix,Red,0
7357,A715244,Smokey,2015-11-29 19:17:00,Adoption,,Cat,Neutered Male,13 years,Domestic Shorthair Mix,Silver Tabby,1
7358,A688142,Felipe,2014-09-16 17:48:00,Return_to_owner,,Dog,Neutered Male,1 year,Chihuahua Shorthair Mix,Brown,0
7359,A674899,Dinero,2014-03-25 11:49:00,Return_to_owner,,Dog,Intact Male,1 year,American Bulldog Mix,Blue Cream/White,0
7360,A691990,Lucy,2014-11-30 14:21:00,Transfer,Partner,Dog,Spayed Female,1 year,Labrador Retriever Mix,Yellow/White,0
7361,A709092,,2015-08-10 18:49:00,Adoption,,Dog,Neutered Male,8 months,Soft Coated Wheaten Terrier Mix,Brown,1
7362,A709872,Princess,2015-08-21 14:48:00,Adoption,,Dog,Spayed Female,8 months,Chihuahua Shorthair Mix,Red/White,1
7363,A681905,Lilly,2014-07-11 17:43:00,Adoption,,Cat,Intact Female,2 months,Domestic Medium Hair Mix,Black/White,1
7364,A670487,Edie,2014-02-16 16:43:00,Adoption,Offsite,Dog,Spayed Female,6 years,Chihuahua Shorthair,Brown,1
7365,A685685,,2014-08-18 16:48:00,Adoption,,Dog,Neutered Male,4 years,Miniature Schnauzer Mix,Black,1
7366,A706411,Fiona,2015-07-03 17:34:00,Adoption,,Dog,Spayed Female,5 months,German Shepherd Mix,Sable,1
7367,A564102,Mabel,2014-07-08 14:45:00,Transfer,Partner,Cat,Spayed Female,5 years,Domestic Shorthair Mix,Calico,0
7368,A711429,Miles,2015-09-27 13:08:00,Adoption,,Dog,Neutered Male,2 years,Labrador Retriever Mix,Black,1
7369,A694307,,2014-12-27 12:11:00,Transfer,Partner,Dog,Intact Female,2 days,Pit Bull Mix,Brown Brindle/White,0
7370,A664158,,2013-10-02 12:06:00,Transfer,Partner,Dog,Intact Male,1 month,Chihuahua Shorthair Mix,White/Black,0
7371,A695173,Meeper,2015-01-31 12:36:00,Adoption,,Cat,Spayed Female,14 years,Domestic Longhair Mix,Calico,1
7372,A690090,,2014-10-20 13:50:00,Transfer,Partner,Cat,Intact Male,1 year,Domestic Shorthair Mix,Black/White,0
7373,A690905,Lydia,2014-12-17 12:07:00,Adoption,Foster,Cat,Spayed Female,3 months,Domestic Shorthair Mix,Torbie,1
7374,A690030,,2014-10-18 16:16:00,Adoption,,Cat,Neutered Male,2 months,Domestic Shorthair Mix,Orange Tabby/White,1
7375,A714134,Allie,2015-10-19 19:00:00,Adoption,,Dog,Spayed Female,1 year,Soft Coated Wheaten Terrier Mix,White/Black,1
7376,A717828,Fitz,2016-02-06 18:12:00,Adoption,Foster,Dog,Neutered Male,1 month,Miniature Poodle Mix,Black/White,1
7377,A704748,,2015-06-13 12:07:00,Return_to_owner,,Dog,Intact Female,4 years,Chinese Sharpei Mix,Brown,0
7378,A688684,,2014-09-23 9:00:00,Transfer,SCRP,Cat,Intact Male,5 months,Domestic Shorthair Mix,Brown Tabby,0
7379,A690765,Magnum Pi,2014-11-07 17:34:00,Euthanasia,Behavior,Dog,Intact Male,5 years,Rhod Ridgeback,Red/Black,0
7380,A674902,,2014-03-24 11:47:00,Euthanasia,Suffering,Dog,Intact Female,5 months,Pointer/Australian Cattle Dog,White/Brown,0
7381,A673709,,2014-02-28 18:53:00,Euthanasia,Suffering,Cat,Unknown,1 year,Domestic Longhair Mix,Brown Tabby/White,0
7382,A693204,,2014-12-04 9:00:00,Transfer,SCRP,Cat,Neutered Male,3 years,Siamese Mix,Flame Point,0
7383,A714571,,2015-10-26 9:00:00,Transfer,SCRP,Cat,Unknown,2 years,Domestic Longhair Mix,Blue/White,0
7384,A702741,Sojo,2015-06-03 11:19:00,Return_to_owner,,Dog,Intact Female,2 years,Labrador Retriever/Pit Bull,Chocolate/White,0
7385,A651737,Mocho,2014-01-31 11:17:00,Return_to_owner,,Dog,Spayed Female,9 years,Rottweiler Mix,Black/Brown,0
7386,A657945,Grace,2013-10-13 16:14:00,Adoption,,Dog,Spayed Female,2 years,Manchester Terrier Mix,Black/Brown,1
7387,A708146,Mittens,2015-08-29 0:00:00,Adoption,,Cat,Spayed Female,2 months,Domestic Shorthair Mix,Black/White,1
7388,A688454,,2014-10-18 19:15:00,Adoption,,Cat,Neutered Male,1 month,Domestic Shorthair Mix,Black,1
7389,A667943,Queenie,2013-11-29 12:38:00,Adoption,,Dog,Spayed Female,8 months,Standard Schnauzer,Black,1
7390,A702437,Blue Grit,2015-06-23 7:49:00,Adoption,Foster,Cat,Spayed Female,2 months,Domestic Shorthair Mix,Tortie,1
7391,A691567,Augustus,2014-11-10 17:53:00,Adoption,,Dog,Neutered Male,2 months,Yorkshire Terrier/Chihuahua Shorthair,Brown,1
7392,A704964,,2015-06-11 14:59:00,Transfer,Partner,Cat,Unknown,4 weeks,Domestic Shorthair Mix,Calico,0
7393,A697928,,2015-04-22 10:14:00,Adoption,Foster,Cat,Neutered Male,2 months,Domestic Shorthair Mix,Orange Tabby/White,1
7394,A720298,Bully,2016-02-10 17:28:00,Return_to_owner,,Dog,Neutered Male,3 months,Pit Bull Mix,White/Blue,0
7395,A665755,Fiona,2013-12-01 13:16:00,Adoption,,Dog,Spayed Female,2 years,Pit Bull Mix,Blue/White,1
7396,A685880,Daisy,2015-02-18 15:41:00,Adoption,,Dog,Spayed Female,1 year,Pit Bull Mix,Brown/White,1
7397,A698475,Gigi,2015-05-23 18:50:00,Adoption,,Dog,Spayed Female,5 years,American Staffordshire Terrier Mix,Brown/White,1
7398,A714803,Sophie,2015-10-28 17:41:00,Return_to_owner,,Dog,Spayed Female,2 years,Great Pyrenees/Anatol Shepherd,White,0
7399,A606532,Puchis,2014-10-27 14:15:00,Return_to_owner,,Dog,Neutered Male,4 years,Cairn Terrier Mix,Cream,0
7400,A704977,Schmitz,2015-06-29 18:08:00,Adoption,,Cat,Intact Female,2 months,Domestic Longhair Mix,Black,1
7401,A673624,Beanie,2014-03-07 15:17:00,Adoption,,Cat,Spayed Female,2 years,Domestic Shorthair Mix,Brown Tabby/White,1
7402,A702127,Chappie,2015-07-08 17:22:00,Adoption,,Cat,Neutered Male,2 months,Domestic Shorthair Mix,Orange Tabby,1
7403,A686549,,2014-08-24 16:44:00,Transfer,Partner,Cat,Intact Male,4 days,Domestic Shorthair Mix,Orange Tabby,0
7404,A709977,Ginny,2015-09-26 12:21:00,Adoption,,Cat,Spayed Female,1 year,Domestic Shorthair Mix,Brown Tabby,1
7405,A700113,Avery,2015-04-12 13:13:00,Transfer,Partner,Dog,Intact Female,7 months,Chihuahua Longhair Mix,Tricolor,0
7406,A675096,Lexi,2014-08-24 12:14:00,Adoption,,Dog,Spayed Female,2 years,Staffordshire/Blue Lacy,Blue/White,1
7407,A716796,Willow,2015-12-05 11:21:00,Adoption,,Dog,Spayed Female,1 year,Dachshund Mix,Brown Brindle/White,1
7408,A711409,,2015-09-07 14:49:00,Transfer,Partner,Cat,Intact Female,10 months,Domestic Shorthair Mix,Blue/White,0
7409,A682839,Puppy,2014-07-07 18:16:00,Return_to_owner,,Dog,Spayed Female,3 years,Chihuahua Shorthair Mix,Tricolor,0
7410,A679727,Whiskey,2014-05-29 18:00:00,Return_to_owner,,Dog,Neutered Male,1 year,German Shepherd Mix,Sable,0
7411,A683536,,2014-07-11 17:51:00,Transfer,Partner,Cat,Intact Female,3 days,Domestic Shorthair Mix,Brown Tabby,0
7412,A694884,Jessie,2015-02-03 12:59:00,Adoption,Foster,Dog,Spayed Female,1 year,Australian Cattle Dog Mix,White/Brown,1
7413,A716274,Sarah,2015-11-21 11:43:00,Adoption,,Dog,Spayed Female,1 year,Boxer Mix,Tricolor,1
7414,A681805,,2014-07-29 14:04:00,Adoption,Foster,Dog,Neutered Male,10 months,Jack Russell Terrier/Chihuahua Shorthair,Red/White,1
7415,A701608,,2015-05-03 9:00:00,Transfer,SCRP,Cat,Unknown,1 year,Domestic Shorthair Mix,Blue/White,0
7416,A679234,Coronel,2014-05-26 14:02:00,Return_to_owner,,Dog,Intact Male,2 years,German Shepherd Mix,Black,0
7417,A693600,Charlee,2014-12-15 17:28:00,Adoption,,Dog,Spayed Female,2 months,Chihuahua Shorthair Mix,Black/Tricolor,1
7418,A707978,Jenna,2015-10-08 13:53:00,Transfer,Partner,Cat,Spayed Female,3 months,Domestic Shorthair Mix,Blue Tabby,0
7419,A707669,Felix,2015-07-20 17:44:00,Adoption,,Cat,Intact Male,2 months,Domestic Shorthair Mix,Brown Tabby/White,1
7420,A720690,Joey,2016-02-18 12:03:00,Adoption,,Dog,Neutered Male,5 months,Dachshund Mix,Tricolor,1
7421,A650619,Tate,2015-12-14 19:06:00,Adoption,,Dog,Neutered Male,8 years,German Shepherd/Labrador Retriever,Tricolor,1
7422,A709474,Jenny,2015-08-09 18:14:00,Transfer,Partner,Dog,Intact Female,1 month,Beagle,Tricolor,0
7423,A702599,Sawyer,2015-05-29 18:23:00,Adoption,,Dog,Neutered Male,3 months,Labrador Retriever Mix,Yellow/White,1
7424,A709131,Harley,2015-09-18 15:12:00,Transfer,Partner,Dog,Neutered Male,2 years,Harrier Mix,Red/White,0
7425,A686138,Chuco,2014-08-22 11:07:00,Adoption,,Dog,Neutered Male,10 months,Chihuahua Shorthair/Dachshund,Brown/Tricolor,1
7426,A707639,,2015-07-24 13:59:00,Adoption,,Cat,Neutered Male,1 year,Domestic Shorthair Mix,Cream Tabby,1
7427,A682819,Cedrick,2014-07-08 18:26:00,Transfer,Partner,Dog,Neutered Male,2 years,Cocker Spaniel/Golden Retriever,Gold/White,0
7428,A671569,Holly,2014-01-27 16:28:00,Return_to_owner,,Dog,Spayed Female,4 years,Weimaraner/Labrador Retriever,Chocolate/Red,0
7429,A704379,Alex,2015-06-08 17:05:00,Adoption,,Dog,Neutered Male,10 months,Tibetan Terrier/Lhasa Apso,Black/White,1
7430,A688741,Kanga,2014-10-05 15:10:00,Transfer,Partner,Cat,Intact Female,1 month,Domestic Shorthair Mix,Torbie,0
7431,A681261,,2014-06-15 19:12:00,Transfer,SCRP,Cat,Intact Female,3 months,Domestic Shorthair Mix,Black/White,0
7432,A707629,Zeus,2015-07-24 18:01:00,Adoption,,Dog,Neutered Male,2 months,Labrador Retriever Mix,Black/White,1
7433,A687096,Belle,2014-09-05 18:16:00,Adoption,,Dog,Spayed Female,3 months,Labrador Retriever Mix,Red,1
7434,A677233,Peanut,2014-04-23 16:57:00,Return_to_owner,,Dog,Neutered Male,2 years,Chihuahua Longhair Mix,Brown,0
7435,A710603,Roxy,2015-08-29 16:40:00,Adoption,,Dog,Spayed Female,1 year,Whippet/Labrador Retriever,Brown Brindle/White,1
7436,A686254,Ed,2014-08-25 18:43:00,Adoption,,Cat,Neutered Male,4 months,Domestic Shorthair Mix,Orange Tabby,1
7437,A685511,,2014-08-11 15:04:00,Transfer,Partner,Cat,Intact Male,2 months,Domestic Shorthair Mix,Black,0
7438,A666319,,2013-11-09 18:44:00,Euthanasia,Suffering,Cat,Spayed Female,8 years,Persian Mix,Flame Point,0
7439,A694719,Ringo,2015-01-06 12:57:00,Return_to_owner,,Dog,Neutered Male,16 years,Australian Cattle Dog Mix,Brown/White,0
7440,A680780,Mei Mei,2014-09-03 17:55:00,Euthanasia,Behavior,Dog,Spayed Female,2 years,Pit Bull Mix,Black,0
7441,A702484,Little Bear,2015-06-25 17:15:00,Adoption,,Cat,Spayed Female,8 years,Siamese Mix,Lynx Point,1
7442,A694521,,2015-01-07 18:04:00,Adoption,,Dog,Spayed Female,3 years,Chihuahua Shorthair,Brown/White,1
7443,A669725,Kid,2014-01-07 17:28:00,Transfer,Partner,Dog,Neutered Male,2 years,Chihuahua Shorthair,White/Tan,0
7444,A686535,,2014-08-24 9:00:00,Transfer,SCRP,Cat,Intact Male,8 months,Domestic Shorthair Mix,Black,0
7445,A685610,Roxy,2014-08-14 12:15:00,Transfer,Partner,Dog,Spayed Female,1 year,Pit Bull Mix,White/Brown Brindle,0
7446,A691734,Beebee,2014-12-20 14:27:00,Adoption,,Cat,Spayed Female,5 years,Domestic Shorthair Mix,Blue Tabby,1
7447,A714278,Isabella,2015-12-15 11:55:00,Adoption,Foster,Cat,Spayed Female,3 months,Domestic Shorthair Mix,Black,1
7448,A695622,,2015-01-20 9:00:00,Transfer,SCRP,Cat,Unknown,1 year,Domestic Shorthair Mix,Brown Tabby,0
7449,A685068,Leia,2014-08-14 18:46:00,Adoption,,Cat,Intact Female,1 month,Domestic Shorthair Mix,Blue Tabby/White,1
7450,A643733,Peter,2015-02-17 16:24:00,Return_to_owner,,Dog,Neutered Male,7 years,Chihuahua Shorthair Mix,Black/Tan,0
7451,A700051,,2015-04-09 14:17:00,Transfer,Partner,Cat,Unknown,3 days,Domestic Shorthair Mix,Brown Tabby,0
7452,A692542,Harvey,2014-12-11 14:06:00,Transfer,Partner,Dog,Neutered Male,2 years,Labrador Retriever Mix,Black,0
7453,A620318,Chico,2014-04-28 17:41:00,Return_to_owner,,Dog,Neutered Male,2 years,Pit Bull Mix,Black/White,0
7454,A617558,Chiquito,2014-12-13 18:32:00,Return_to_owner,,Dog,Neutered Male,3 years,Dachshund Mix,Black,0
7455,A672614,Cookie,2014-02-17 17:02:00,Adoption,Offsite,Dog,Spayed Female,10 months,Chihuahua Shorthair Mix,Tan,1
7456,A691849,Ollie,2014-11-14 12:22:00,Adoption,,Dog,Spayed Female,7 years,Beagle Mix,Tricolor,1
7457,A680069,Peach,2014-06-09 12:53:00,Transfer,Partner,Cat,Intact Female,1 month,Domestic Shorthair Mix,Black,0
7458,A427808,Trixie,2014-07-16 12:30:00,Return_to_owner,,Dog,Spayed Female,13 years,Golden Retriever/Border Collie,Yellow,0
7459,A690927,,2014-10-28 11:30:00,Euthanasia,Suffering,Cat,Intact Female,1 month,Domestic Shorthair Mix,Black,0
7460,A661260,Dino Dan,2014-01-20 15:28:00,Adoption,,Dog,Neutered Male,5 years,Pit Bull Mix,Brown/White,1
7461,A692355,,2014-11-25 18:40:00,Transfer,SCRP,Cat,Intact Female,8 months,Domestic Shorthair Mix,Torbie,0
7462,A665794,Jodie,2013-11-23 19:14:00,Adoption,,Dog,Spayed Female,7 years,Pit Bull/Boxer,Brown/White,1
7463,A693288,,2014-12-09 18:36:00,Adoption,,Cat,Spayed Female,2 months,Domestic Shorthair Mix,Brown Tabby/White,1
7464,A682298,,2014-06-30 10:47:00,Transfer,Partner,Cat,Intact Female,1 year,Domestic Shorthair Mix,Black/White,0
7465,A719440,Baracus,2016-02-02 17:54:00,Return_to_owner,,Dog,Neutered Male,3 years,Dachshund Mix,Black/Brown,0
7466,A719661,Minina,2016-01-26 13:18:00,Euthanasia,Suffering,Cat,Intact Female,6 months,Domestic Medium Hair Mix,Blue,0
7467,A664350,Elvis,2013-10-03 16:19:00,Return_to_owner,,Dog,Neutered Male,3 years,Welsh Terrier Mix,Tan/Brown,0
7468,A689916,Logan,2014-10-15 17:17:00,Adoption,,Cat,Neutered Male,2 months,Domestic Shorthair Mix,Brown Tabby/White,1
7469,A701296,,2015-04-27 13:36:00,Transfer,Partner,Cat,Intact Female,2 weeks,Domestic Shorthair Mix,Brown Tabby,0
7470,A720804,Zoey,2016-02-16 16:10:00,Return_to_owner,,Dog,Spayed Female,4 years,Siberian Husky Mix,Black/Brown,0
7471,A645075,Bear,2014-11-25 10:40:00,Euthanasia,Aggressive,Dog,Intact Male,6 years,Labrador Retriever Mix,Chocolate,0
7472,A666429,Pandora,2013-11-12 11:20:00,Return_to_owner,,Dog,Spayed Female,7 years,Rhod Ridgeback Mix,Fawn,0
7473,A677234,Bruno,2014-04-23 16:57:00,Return_to_owner,,Dog,Neutered Male,3 years,Great Pyrenees/Boxer,Red/White,0
7474,A714527,Abby,2015-10-25 11:27:00,Return_to_owner,,Dog,Spayed Female,8 years,Bloodhound,Brown,0
7475,A669785,,2013-12-31 13:26:00,Euthanasia,Suffering,Cat,Intact Male,2 years,Domestic Shorthair Mix,Brown Tabby,0
7476,A719418,Chapeau,2016-01-29 13:25:00,Transfer,Partner,Cat,Spayed Female,6 months,Domestic Shorthair Mix,White/Blue,0
7477,A681795,,2014-06-24 11:38:00,Transfer,Partner,Dog,Intact Female,3 months,Miniature Poodle Mix,Apricot,0
7478,A704365,Hannah Blue,2015-07-08 17:25:00,Adoption,,Cat,Spayed Female,3 months,Domestic Shorthair Mix,White/Blue Tabby,1
7479,A707683,Sneezy,2015-08-24 19:32:00,Adoption,,Cat,Neutered Male,2 months,Domestic Shorthair Mix,Black,1
7480,A694781,Savannah,2015-01-05 18:26:00,Return_to_owner,,Dog,Spayed Female,2 months,Yorkshire Terrier/Miniature Poodle,White/Buff,0
7481,A692395,Murdock,2014-11-19 17:42:00,Return_to_owner,,Dog,Neutered Male,2 years,Basset Hound Mix,Brown/White,0
7482,A671186,Cooper,2014-01-24 14:28:00,Transfer,Partner,Dog,Neutered Male,1 year,Dachshund Mix,Black/White,0
7483,A650144,Winston,2014-01-09 19:03:00,Return_to_owner,,Dog,Neutered Male,4 years,Labrador Retriever Mix,Yellow/White,0
7484,A705782,Gorobei,2015-06-23 19:15:00,Transfer,Partner,Cat,Intact Female,2 weeks,Domestic Shorthair Mix,White/Brown Tabby,0
7485,A696559,Kiara,2015-04-10 18:32:00,Adoption,,Dog,Spayed Female,3 months,Border Terrier/Miniature Poodle,White/Brown,1
7486,A672175,,2015-11-12 16:00:00,Return_to_owner,,Dog,Spayed Female,1 year,German Shepherd/Border Collie,Black/White,0
7487,A676922,Charlie,2014-04-19 18:13:00,Adoption,,Dog,Neutered Male,5 months,Border Terrier/Rat Terrier,Brown,1
7488,A694660,Mojo,2015-01-01 17:47:00,Return_to_owner,,Dog,Neutered Male,5 years,Labrador Retriever/Rhod Ridgeback,Black/White,0
7489,A707708,Harrah,2015-07-19 16:55:00,Return_to_owner,,Dog,Spayed Female,2 years,Mastiff Mix,Tan/Black,0
7490,A667873,Gee,2014-06-21 14:38:00,Return_to_owner,,Dog,Neutered Male,1 year,Chihuahua Shorthair Mix,Tan/White,0
7491,A705112,Nina,2015-06-25 11:26:00,Return_to_owner,,Dog,Intact Female,3 years,Basset Hound Mix,White/Black,0
7492,A710141,Nadia,2015-08-25 11:55:00,Transfer,Partner,Dog,Spayed Female,4 years,Tibetan Terrier/Lhasa Apso,Tricolor,0
7493,A680414,Twix,2014-07-08 11:16:00,Adoption,Foster,Cat,Neutered Male,2 months,Domestic Shorthair Mix,Blue Tabby/White,1
7494,A665151,,2013-10-14 15:04:00,Transfer,Partner,Dog,Intact Female,4 weeks,Chihuahua Shorthair Mix,Gold,0
7495,A685171,,2014-08-07 17:11:00,Transfer,Partner,Dog,Intact Male,1 year,Pug Mix,Brown Brindle/White,0
7496,A712770,,2015-09-28 14:54:00,Euthanasia,Suffering,Cat,Neutered Male,5 years,Domestic Longhair Mix,Black/White,0
7497,A494170,Super,2015-10-06 11:13:00,Return_to_owner,,Dog,Neutered Male,8 years,German Shepherd Mix,Sable,0
7498,A706211,Mandarin,2015-10-02 17:12:00,Adoption,,Cat,Neutered Male,5 months,Domestic Shorthair Mix,Orange Tabby,1
7499,A695188,Spot,2016-01-02 16:41:00,Adoption,,Dog,Neutered Male,1 year,Australian Cattle Dog/Labrador Retriever,Black/White,1
7500,A699197,Honey,2016-01-18 19:37:00,Adoption,,Dog,Spayed Female,10 years,Labrador Retriever Mix,Tan/White,1
7501,A709648,,2015-08-12 9:00:00,Transfer,SCRP,Cat,Intact Female,10 months,Domestic Shorthair Mix,Tortie,0
7502,A615846,Vela,2014-03-21 17:04:00,Return_to_owner,,Cat,Spayed Female,4 years,Siamese Mix,Flame Point,0
7503,A710195,,2015-08-20 9:00:00,Transfer,SCRP,Cat,Intact Male,3 months,Domestic Shorthair Mix,Black,0
7504,A706529,,2015-06-30 9:41:00,Euthanasia,Suffering,Cat,Neutered Male,4 years,Domestic Shorthair Mix,Orange Tabby,0
7505,A688028,Maximus,2015-01-09 15:03:00,Euthanasia,Aggressive,Dog,Neutered Male,2 years,American Staffordshire Terrier Mix,Tan/White,0
7506,A699943,Starla,2015-04-09 18:48:00,Adoption,,Dog,Spayed Female,1 year,Miniature Pinscher Mix,Black/White,1
7507,A718423,Brandi,2016-01-02 14:18:00,Transfer,Partner,Dog,Intact Female,5 months,Doberman Pinsch Mix,Black/Tan,0
7508,A681413,Abigail,2014-07-02 16:24:00,Adoption,,Dog,Spayed Female,2 years,Labrador Retriever Mix,Black/White,1
7509,A719998,Bernie,2016-02-05 10:52:00,Died,In Kennel,Cat,Neutered Male,3 years,Domestic Shorthair Mix,Orange Tabby/White,0
7510,A696278,,2015-02-14 9:44:00,Euthanasia,Aggressive,Dog,Intact Male,2 years,American Bulldog Mix,Tan/White,0
7511,A666976,,2014-01-02 13:21:00,Adoption,Foster,Cat,Neutered Male,3 months,Domestic Shorthair Mix,Orange Tabby,1
7512,A709233,,2015-08-07 9:00:00,Transfer,SCRP,Cat,Unknown,1 year,Domestic Shorthair Mix,White/Black,0
7513,A675226,Caleb,2014-07-06 15:20:00,Adoption,,Dog,Neutered Male,1 year,Labrador Retriever Mix,Buff,1
7514,A678301,,2014-05-07 12:43:00,Transfer,Partner,Cat,Intact Female,3 weeks,Domestic Shorthair Mix,Orange Tabby/White,0
7515,A649442,Christie,2014-07-06 13:26:00,Return_to_owner,,Dog,Spayed Female,6 years,Pomeranian Mix,Red,0
7516,A719138,Charlie,2016-01-17 19:04:00,Adoption,,Dog,Neutered Male,3 years,Miniature Schnauzer Mix,Cream/Brown,1
7517,A681460,Dixie,2014-06-26 11:10:00,Return_to_owner,,Dog,Spayed Female,10 years,Boxer/American Bulldog,Brown/White,0
7518,A710727,Zoey,2015-10-28 14:33:00,Adoption,,Cat,Spayed Female,2 months,Domestic Shorthair Mix,Torbie,1
7519,A662822,Kera,2013-11-06 8:31:00,Transfer,Partner,Cat,Spayed Female,2 months,Domestic Shorthair Mix,Tortie,0
7520,A657188,Tommy,2014-01-26 16:24:00,Adoption,Foster,Cat,Neutered Male,14 years,Domestic Shorthair Mix,Brown Tabby/White,1
7521,A705683,,2015-06-24 16:44:00,Transfer,Partner,Cat,Spayed Female,2 months,Domestic Shorthair Mix,Black,0
7522,A719465,Hazel,2016-01-25 17:11:00,Adoption,,Dog,Spayed Female,5 months,Pug Mix,Cream/Black,1
7523,A664770,Frosty,2013-10-13 19:06:00,Adoption,,Dog,Spayed Female,3 months,Australian Cattle Dog Mix,Blue Merle/Cream,1
7524,A700589,,2015-04-16 15:07:00,Transfer,Partner,Cat,Unknown,1 day,Domestic Shorthair Mix,Orange Tabby,0
7525,A706463,,2015-06-29 13:51:00,Transfer,Partner,Cat,Unknown,1 week,Domestic Shorthair Mix,Brown Tabby/White,0
7526,A717055,Sammy,2015-12-02 18:37:00,Return_to_owner,,Dog,Neutered Male,3 years,Labrador Retriever Mix,Yellow,0
7527,A711835,Josef,2015-09-17 9:29:00,Transfer,Partner,Dog,Intact Male,1 month,German Shepherd Mix,Black/Brown,0
7528,A718844,Julie,2016-01-12 16:46:00,Adoption,,Dog,Spayed Female,6 years,Pug Mix,Red/White,1
7529,A691114,Harley,2014-11-23 17:42:00,Adoption,,Dog,Neutered Male,6 months,Landseer Mix,Black/White,1
7530,A679212,,2014-05-19 16:56:00,Euthanasia,Suffering,Cat,Intact Female,2 weeks,Domestic Shorthair Mix,Tortie,0
7531,A672181,Andy,2014-02-06 17:54:00,Adoption,,Cat,Neutered Male,4 months,Domestic Shorthair Mix,Black,1
7532,A709904,Lucky,2015-08-18 17:07:00,Return_to_owner,,Dog,Intact Male,6 years,Carolina Dog Mix,Red/White,0
7533,A679862,Whiskers,2014-06-19 14:34:00,Transfer,Partner,Cat,Neutered Male,2 years,Domestic Shorthair Mix,Blue,0
7534,A671667,Gracie,2014-02-08 11:15:00,Return_to_owner,,Dog,Spayed Female,8 years,Weimaraner/Labrador Retriever,Tan/White,0
7535,A711245,,2015-09-05 9:00:00,Transfer,SCRP,Cat,Intact Male,5 months,Domestic Shorthair Mix,Orange Tabby,0
7536,A693241,Chiquita,2014-12-07 17:22:00,Return_to_owner,,Dog,Spayed Female,7 months,Chihuahua Shorthair Mix,Cream,0
7537,A694594,Gracie,2015-01-04 18:31:00,Adoption,,Dog,Spayed Female,9 months,Labrador Retriever,Black/White,1
7538,A716526,Elvira,2015-12-10 14:23:00,Adoption,,Cat,Spayed Female,2 months,Domestic Shorthair Mix,Black,1
7539,A703487,Karhu,2015-06-09 10:33:00,Return_to_owner,,Dog,Neutered Male,3 years,Labrador Retriever Mix,Black,0
7540,A690443,Cassie,2014-11-25 14:10:00,Transfer,Partner,Cat,Spayed Female,2 years,Domestic Shorthair,Calico,0
7541,A683406,Sammy,2014-10-12 16:45:00,Adoption,Foster,Cat,Neutered Male,3 months,Domestic Shorthair Mix,Brown Tabby/White,1
